symbol	ensgene	chr	start	end	strand	biotype	description	Control_0w1	Control_0w2	Control_0w3	Control_2w1	Control_2w2	Control_2w3	Control_8w1	Control_8w2	Control_8w3	Control_16w1	Control_16w2	Control_16w3	disease_2w1	disease_2w2	disease_2w3	disease_8w1	disease_8w2	disease_8w3	disease_16w1	disease_16w2	disease_16w3	2WAvgreadControl	2W_Avgreaddisease	2W_logConc	2W_pVal	2W_adj.pVal	8WAvgreadControl	8W_Avgreaddisease	8W_logConc	8W_pVal	8W_adj.pVal	16WAvgreadControl	16W_Avgreaddisease	16W_logConc	16W_pVal	16W_adj.pVal
Msh5	ENSRNOG00000000857	20	5020667	5037088	-1	protein_coding	mutS homolog 5 	10.3	8.5	5.7	7	9.5	11.1	10.6	4.8	12.2	10.1	5.2	11.5	10.1	13.4	10	9.5	7.7	7.8	6.9	3	5.7	9.221404102	11.20067403	0.280833931	0.502528986	1	9.196894279	8.328775074	-0.135693291	0.898063126	0.986422158	8.914720839	5.212447396	-0.788	0.16	0.447
Sapcd1	ENSRNOG00000000858	20	5018264	5020150	-1	protein_coding	suppressor APC domain containing 1 	51.4	53.3	19.5	23.1	21	34.4	35	16.5	29.2	23.1	7.3	11.6	24.3	17.6	15.6	9.5	6.6	6.8	18.2	7	6	26.17247364	19.18857617	-0.433937335	0.182481225	1	26.87563745	7.658269395	-1.783295154	0.00000225	0.0000702	13.96554093	10.38750862	-0.478	0.315	0.648
Vwa7	ENSRNOG00000000860	20	5008508	5017669	1	protein_coding	von Willebrand factor A domain containing 7 	44.5	28.3	37.9	32.1	27.4	35.5	43.4	30	36	39.8	26.7	29.4	36.5	23.9	37.5	34.4	26.3	34.2	38.6	31.8	40.3	31.65660622	32.63060538	0.046211261	0.917	1	36.47952712	31.66454998	-0.198318896	0.522	0.819	31.99343002	36.90351607	0.189	0.478	0.781
Rbmx	ENSRNOG00000000866	X	159884885	159891326	-1	protein_coding	"RNA binding motif protein, X-linked "	479.1	426.8	412.6	469.9	495.5	414.8	411	339.7	458.4	426.8	425.1	404	479.3	398	440.7	446.5	347.4	446.8	429.6	410.9	403.2	460.0832769	439.301053	-0.067045076	0.737958402	1	403.0356647	413.5622361	0.037749207	0.855733587	0.972396511	418.6377501	414.5726957	-0.0143	0.948	0.998
Vars	ENSRNOG00000000867	20	4993560	5008262	1	protein_coding	valyl-tRNA synthetase 	1018.3	881.1	880.8	801.6	832.7	769.7	873	818.5	935.3	1077.8	912.8	780.8	849.1	747.1	831.5	887.5	897.2	848.6	790.5	811.9	816.5	801.3195373	809.2500507	0.014075448	0.944	1	875.5887296	877.7574637	0.003561924	0.988	1	923.8173204	806.2894445	-0.197	0.31	0.643
Arhgef6	ENSRNOG00000000869	X	159723866	159841072	-1	protein_coding	Rac/Cdc42 guanine nucleotide exchange factor 6 	504.4	360.2	606	709.1	573	627.8	758.4	294.6	643.9	625	540.1	487	669.8	544.1	624.4	799.8	649.4	402.7	425.8	604.9	668.2	636.6213464	612.7612565	-0.054988642	0.77940629	1	565.6215381	617.2937538	0.126489793	0.520623966	0.818842342	550.6964912	566.315146	0.0397	0.839	0.967
Fhl1	ENSRNOG00000000875	X	159112880	159172524	1	protein_coding	four and a half LIM domains 1 	4839.2	11600.9	7844.2	8008.6	5595.9	10007.5	22079.6	17295.9	12217.2	15071.8	15549.9	7111.5	9572.8	10659.1	7947.8	7252.9	12291.6	6215.1	8110.8	10386.9	12891.2	7870.632532	9393.231764	0.255226953	0.177	1	17197.56775	8586.510044	-1.002114209	0.000000145	0.00000702	12577.71567	10462.94631	-0.266	0.16	0.447
Slc44a4	ENSRNOG00000000878	20	4593389	4609631	1	protein_coding	"solute carrier family 44, member 4 "	190.4	91.7	158.2	137.9	209.5	144	123.7	86.4	115.7	98	93.5	107	151	132.7	189	183.2	122.6	165.2	198.6	138.3	164.1	163.8114808	157.570232	-0.05870819	0.803	1	108.5859072	156.9934896	0.533782212	0.0153	0.0895	99.46997525	166.9633792	0.745	0.000598	0.008
Slc9a6	ENSRNOG00000000879	X	158978755	159045044	1	protein_coding	solute carrier family 9 member A6 	159.2	262.8	266.1	287.2	260.4	285	320	314	295.8	247.4	245.4	222.5	229	263.2	253.5	240.2	241.3	268.9	252.9	240.8	260.9	277.5148963	248.5688562	-0.158725699	0.433484607	1	309.9499491	250.1281073	-0.309124761	0.129732728	0.395166769	238.4141452	251.5431368	0.0765	0.708	0.918
Mmgt1	ENSRNOG00000000881	X	158966673	158978995	-1	protein_coding	membrane magnesium transporter 1 	162.6	276.2	248.5	293.4	261.9	307.3	366.2	374.7	337.4	290	271.1	251.9	286.8	297.4	336.4	285.1	253.3	274.7	321.6	251.7	280.7	287.5140689	306.869098	0.094188587	0.649	1	359.4211726	271.0437899	-0.406458216	0.044	0.191	270.9708669	284.6834018	0.0697	0.726	0.926
Auts2	ENSRNOG00000000885	12	28212333	28251816	1	protein_coding	autism susceptibility candidate 2 	767.5	659.1	636.7	601.9	555.1	568.9	652	590.5	692.4	625.4	714.6	575.1	532	461.1	448.6	525.2	631.7	464.3	518.8	586	457.7	575.3294894	480.5494412	-0.259510746	0.184997374	1	644.9780638	540.4067323	-0.255496844	0.19218316	0.500042404	638.3477268	520.8316675	-0.293	0.133	0.401
Sbds	ENSRNOG00000000888	12	29921443	29930600	1	protein_coding	SBDS ribosome assembly guanine nucleotide exchange factor 	506.2	447.6	468.3	509.2	438	496.9	483.3	456.4	567.5	498.8	540	498.4	547.2	506.7	558	534.6	566.4	536.7	486.2	557.2	532.4	481.3879723	537.2942477	0.158647531	0.419901879	1	502.3890114	545.9380717	0.119753153	0.543464135	0.832751694	512.4221294	525.2554638	0.036	0.859	0.973
LOC304239	ENSRNOG00000000889	2	157031018	157066781	-1	protein_coding	similar to RalA binding protein 1 	6.5	18.1	13.4	9.7	14.3	15.2	19.1	15.2	34.4	12.8	19.5	17.8	12.2	10.4	8.9	9.4	7.7	13.7	10.9	20.9	17.3	13.05758912	10.48268229	-0.310648827	0.478336027	1	22.91667847	10.27623324	-1.146498298	0.002471761	0.022437821	16.69216319	16.34896839	-0.00501	1	1
Gm17067	ENSRNOG00000000891	12	4737817	4741997	1	protein_coding	predicted gene 17067 	78.3	154.8	154.6	158.5	201.9	162.3	148.9	142.2	155.1	142.5	144.8	133.3	191.5	176.2	171.7	192.5	166	164.2	173.5	183.1	209.9	174.2565311	179.7903447	0.044099069	0.839077777	1	148.7206155	174.2321502	0.229098812	0.282709554	0.615833153	140.1959416	188.8439344	0.429	0.0419	0.182
Tmem248	ENSRNOG00000000893	12	29933906	29958050	-1	protein_coding	transmembrane protein 248 	570.1	477	489.5	476.8	551.5	534.4	493.8	456.4	527.1	498.2	556.4	459.7	492.5	535.7	508.2	538.1	555.5	543.6	516.4	539.2	515.2	520.9421561	512.1296893	-0.024693808	0.903	1	492.4270053	545.743825	0.148229045	0.452	0.77	504.7735751	523.6244034	0.053	0.79	0.953
Fry	ENSRNOG00000000894	12	5573729	5822874	-1	protein_coding	FRY microtubule binding protein 	2983.1	2070.3	2813.7	3000.5	2539.1	2747.3	2327.9	1827.2	2064.2	2153.7	2383.1	2519.3	3155.5	2798.8	3308.2	3305.3	2995.2	3371.1	3051.4	3042.5	2754.8	2762.289217	3087.476924	0.160564308	0.39768825	1	2073.116454	3223.854375	0.637010822	0.000837295	0.009577856	2352.016666	2949.56477	0.327	0.0858	0.3
Rabgef1	ENSRNOG00000000895	12	29961120	29988959	-1	protein_coding	RAB guanine nucleotide exchange factor 1 	549.7	417.2	547.2	529.6	490.2	556.7	515.8	471	388.2	458.3	500	477.4	524.9	514	678.4	557.9	521.8	579.8	562.1	587	544.1	525.5379372	572.4281316	0.123257268	0.529829293	1	458.3443621	553.1710354	0.271513376	0.168327407	0.462024292	478.5680163	564.399343	0.238	0.225	0.544
Rxfp2	ENSRNOG00000000897	12	6016884	6078411	-1	protein_coding	relaxin/insulin-like family peptide receptor 2 	3.9	12.4	13.2	11.6	10.2	10.1	7.4	15.9	14.5	9.3	18.4	14.7	14.2	13.4	5.7	2.3	15	8.8	14	8.9	14.9	10.66056878	11.11723922	0.066200955	1	1	12.60968544	8.697832601	-0.569807538	0.253619417	0.580840876	14.15416136	12.60391106	-0.149	0.702	0.915
Tpst1	ENSRNOG00000000900	12	30045751	30106893	-1	protein_coding	tyrosylprotein sulfotransferase 1 	424.7	675.5	529.6	453.8	397.6	537.5	518.8	673.3	462.4	563.6	637.6	556.2	413.5	566.6	365.7	265.4	460.1	352	437.4	342.2	336.4	462.9317226	448.599065	-0.044504393	0.82113473	1	551.5194206	359.1794094	-0.620007982	0.001775653	0.017198757	585.7969037	372.0061308	-0.655	0.000902	0.0109
Crcp	ENSRNOG00000000901	12	30125168	30180115	-1	protein_coding	CGRP receptor component 	241.2	192.5	163.1	209.6	209.4	196.8	169.3	202.8	206.7	226.1	223.8	209.9	199.6	224.8	178.5	219.8	197.7	218	203.8	223.9	191.9	205.2266817	200.9563107	-0.030372061	0.893235975	1	192.9256364	211.8322117	0.135094559	0.527488989	0.823121783	219.9386906	206.5259179	-0.0907	0.67	0.899
Hsph1	ENSRNOG00000000902	12	6322668	6341902	-1	protein_coding	heat shock protein family H (Hsp110) member 1 	1923.9	1510.7	2247.1	1220.2	1005.7	2501.7	5842.9	6878.6	1104.4	1888.1	1414.9	1668.4	999.2	993.8	1345.9	1134.8	2174.7	1467.5	2738.9	2217.7	1260	1575.87032	1112.952562	-0.501185218	0.008881487	0.205808269	4608.605676	1592.305339	-1.533576634	2.67E-15	6.93E-13	1657.134759	2072.208599	0.322	0.0908	0.311
Asl	ENSRNOG00000000903	12	30165694	30178341	1	protein_coding	argininosuccinate lyase 	317.5	253.1	294.3	264.7	274.8	298.1	269.1	233.9	237.3	254.5	257.7	240.3	285.8	270.5	291.1	255.8	269.5	239.5	253.1	279.6	271.4	279.2160393	282.4573346	0.0168197	0.941	1	246.7763611	254.9298642	0.046881908	0.827	0.961	250.8469308	268.0251884	0.0955	0.642	0.882
Medag	ENSRNOG00000000906	12	6711747	6740714	-1	protein_coding	mesenteric estrogen-dependent adipogenesis 	200.7	383.4	350.9	252	261.7	394.4	472.8	404.4	245.8	332.9	370.6	363	262.5	396.7	260.5	183.5	502.2	285.4	260	102.4	200.8	302.7259317	306.5408426	0.019669278	0.93408837	1	374.3399884	323.7415163	-0.212151869	0.29758488	0.632383376	355.5283189	187.7516399	-0.923318823	0.00000691	0.000237323
Alox5ap	ENSRNOG00000000907	12	6854920	6879154	-1	protein_coding	arachidonate 5-lipoxygenase activating protein 	49	65.5	61.3	62.5	45.2	72	62.7	72	57.5	120	67.9	92.4	39.5	66.2	43.3	80.2	58	61.6	60.5	42.8	47.5	59.88135714	49.68845607	-0.263223052	0.297040395	1	64.05465868	66.58182963	0.059582915	0.846337319	0.969869845	93.39321661	50.24687084	-0.903193479	0.000189861	0.003237168
Uspl1	ENSRNOG00000000909	12	6929978	6956984	-1	protein_coding	ubiquitin specific peptidase like 1 	303.3	322.4	392.1	324.4	322	390.4	630.8	440.2	321.1	376.5	318.3	302.3	320.2	332.6	323.3	347.6	387.3	310.9	389.7	358.2	329.4	345.6124213	325.379714	-0.086483015	0.667	1	464.0338558	348.5839516	-0.412600756	0.0378	0.173	332.3608038	359.085095	0.11	0.579	0.848
Gusb	ENSRNOG00000000913	12	30198822	30227771	1	protein_coding	"glucuronidase, beta "	383.1	317.7	290.1	302.2	326.5	283	257.4	238.5	240.7	290.9	266	316.8	275.6	302.5	265.8	283.2	279.5	299.2	310	299.5	240.6	303.8913111	281.328519	-0.111653649	0.583061988	1	245.5030804	287.2814542	0.226800383	0.26578901	0.595756212	291.2165761	283.3834696	-0.0391	0.849	0.97
Nupr2	ENSRNOG00000000917	12	30303725	30304036	-1	protein_coding	"nuclear protein 2, transcriptional regulator "	17.9	12.3	18.9	11.4	21	13.2	13.2	19.3	15.8	11.5	16.4	15.7	17.2	13.5	15.5	13.7	7.8	21.6	18.6	16.9	11.8	15.20534119	15.40745288	0.008602682	1	1	16.09232227	14.36342657	-0.154373094	0.715	0.915	14.55604547	15.75353761	0.13	0.859	0.973
Zbed5	ENSRNOG00000000918	12	30308469	30314519	-1	protein_coding	"zinc finger, BED-type containing 5 "	149	127	146	103.2	128.9	130.8	167.2	130.8	116.1	109.8	115	118.5	131.7	138.8	119.7	121.8	128.8	133	143.7	110.4	127.1	120.9789402	130.0856832	0.104997033	0.640515619	1	138.0148131	127.8447371	-0.11008417	0.619784172	0.873477619	114.438179	127.0617779	0.15	0.498	0.795
Phkg1	ENSRNOG00000000920	12	30450316	30464352	1	protein_coding	"phosphorylase kinase, gamma 1 "	35.8	39.9	24.8	21.3	32.1	20.3	31.9	23.3	42.4	24.4	54.3	50.3	33.4	41.4	26.8	37.6	51.1	37.1	36.2	37.8	28	24.55601099	33.86432901	0.455163164	0.129227139	0.952979675	32.53543537	41.94432997	0.36010744	0.212779764	0.528771687	43.01481513	33.99928622	-0.315	0.227	0.546
Ubl3	ENSRNOG00000000921	12	7865938	7911525	1	protein_coding	ubiquitin-like 3 	899.8	787.1	1007.6	1052.1	981.5	1113.5	959.2	951.3	917.5	867.8	906.6	925.5	1026.5	1002	1090.5	1154.5	1100.2	1048.1	1148.5	1104.4	1018.9	1049.05171	1039.670236	-0.012884636	0.948	1	942.6368598	1100.932546	0.224004638	0.245	0.572	899.960033	1090.599738	0.277	0.15	0.432
Sumf2	ENSRNOG00000000922	12	30464676	30491102	-1	protein_coding	sulfatase modifying factor 2 	231.8	157.3	194	195.3	205.7	165.3	172.6	153.9	211	158.3	164.3	222.3	205.7	172	177.2	197.7	147.6	179.9	189.6	174.1	188.2	188.768804	184.9874038	-0.03004853	0.89430124	1	179.1716457	175.058141	-0.0321637	0.880144111	0.982061684	181.638139	183.9819487	0.0203	0.94	0.995
Cct6a	ENSRNOG00000000923	12	30491416	30501860	-1	protein_coding	chaperonin containing TCP1 subunit 6A 	886	904.7	1130.1	1056.7	938.8	1041.5	1453.7	1391.1	951.7	1074.6	945.7	983.2	870.4	866.3	949.9	998.3	971.4	908.2	1088.7	940.2	924.2	1012.339214	895.5278617	-0.176827905	0.359	1	1265.493366	959.3127263	-0.399469742	0.0378	0.173	1001.153311	984.3394282	-0.0248	0.901	0.984
Slc7a1	ENSRNOG00000000924	12	8032809	8108972	1	protein_coding	solute carrier family 7 member 1 	809.1	623	791.4	776.5	964.3	754.5	1017.4	707.5	724.3	650.7	602.7	521.6	770.1	719.2	937.5	866.4	657.3	746	746.8	604.9	725.2	831.7551352	808.9341809	-0.040575744	0.837326069	1	816.4157177	756.5514971	-0.109344762	0.572047255	0.8498194	591.6508509	692.3098521	0.226	0.245	0.567
Psph	ENSRNOG00000000925	12	30514112	30526557	1	protein_coding	phosphoserine phosphatase 	66.5	56.8	63.5	73.2	68.7	60.9	51.9	57.1	38.5	46.7	46.2	58.7	56.8	59.1	63	70.7	48.2	59.6	55.9	48.8	40.7	67.60871844	59.62330801	-0.18299111	0.478977143	1	49.15113846	59.51860619	0.280555664	0.295019861	0.629732554	50.5486685	48.45906077	-0.0577	0.818	0.962
Mrps17	ENSRNOG00000000926	12	30570386	30573610	-1	protein_coding	mitochondrial ribosomal protein S17 	159	173.6	145.1	153.3	166.7	168.3	180.6	160.6	165.3	171.1	189.9	138.6	159.1	171.9	125.4	138.2	150.5	121.2	154.5	150.2	152.5	162.7724253	152.1406405	-0.096722477	0.651751917	1	168.8170234	136.6271765	-0.305234507	0.152568296	0.435332	166.5357616	152.4143043	-0.129	0.559	0.837
Sfswap	ENSRNOG00000000931	12	30740520	30811054	-1	protein_coding	splicing factor SWAP homolog 	854.8	832.7	813.9	749	737.7	730.2	749	727.9	788	773.2	811.1	749.2	787.3	767.8	777.3	750.8	858.9	797.8	760	825.8	717.4	738.9587974	777.4768721	0.073257557	0.707	1	754.9672752	802.498217	0.087904986	0.651	0.889	777.8607921	767.7413837	-0.0188	0.925	0.99
Stx2	ENSRNOG00000000936	12	31335372	31360254	1	protein_coding	syntaxin 2 	391.9	554.2	313.8	411	401.9	421.9	419.6	468.6	456.4	427.9	485.6	404.1	397.2	396.8	284.9	269.8	450.3	328.5	366.4	345.2	336.2	411.6131448	359.6418506	-0.194174231	0.327409033	1	448.2196451	349.5302023	-0.360143815	0.071426575	0.267373843	439.1789487	349.2739836	-0.33	0.0963	0.323
Slc46a3	ENSRNOG00000000937	12	8725517	8741951	1	protein_coding	"solute carrier family 46, member 3 "	74.9	64.4	76.8	102	74.8	63.9	47.6	60.6	60.6	75.7	76	67.2	110.4	100.5	110.7	106.4	88.6	122.3	88.2	113.4	103.9	80.2655306	107.2235893	0.415614793	0.066337004	0.707330562	56.27128752	105.7695627	0.909717404	0.000137219	0.0021613	72.9502826	101.8323026	0.48	0.0367	0.167
Ran	ENSRNOG00000000938	12	31320624	31323810	-1	protein_coding	"RAN, member RAS oncogene family "	1020.3	750.1	797.3	766.8	771.7	745.4	961.2	840.2	789.5	870.1	746.5	713.6	691.1	677.7	760.5	883.5	732.5	724.4	758.6	644.7	752.9	761.3116421	709.7657532	-0.101269331	0.603001588	1	863.6116582	780.150548	-0.146267981	0.449597518	0.768112649	776.730891	718.7439492	-0.113	0.565	0.84
Flt1	ENSRNOG00000000940	12	9034308	9205905	1	protein_coding	FMS-related tyrosine kinase 1 	877.8	885.9	807.3	705	852.5	861	848.3	1044.7	713.2	746.5	772.1	802.7	698.2	717	731.8	841.8	914.6	916.1	841.6	603.9	815.2	806.1598994	715.6816013	-0.171739871	0.375595165	1	868.7209404	890.8505387	0.036225441	0.853085584	0.97156087	773.7822443	753.5455084	-0.0385	0.846	0.969
Pan3	ENSRNOG00000000942	12	9216536	9331195	-1	protein_coding	PAN3 poly(A) specific ribonuclease subunit 	793.3	835.5	970.8	999.5	1037.2	955.3	910.6	801.3	887	810.9	847.1	836.3	1024.5	975.1	1135.8	1110.8	928	1066.7	1115.7	984	979.6	997.3570338	1045.127672	0.067331008	0.726802873	1	866.3256584	1035.13945	0.25702336	0.183282047	0.486147556	831.4120708	1026.394743	0.304	0.115	0.364
Polr1d	ENSRNOG00000000954	12	9693779	9727489	-1	protein_coding	RNA polymerase I subunit D 	496.5	355.6	362.5	369.9	425.2	385.4	322.6	342.6	342.9	335.1	322.4	386	397.2	401	429.5	385.2	411.5	436.1	343.4	425.8	390.4	393.5049782	409.2512033	0.05622359	0.77853748	1	336.0516931	410.9227729	0.28993123	0.146425596	0.425503582	347.8447899	386.5457001	0.153	0.447	0.757
Lnx2	ENSRNOG00000000955	12	9728486	9793428	1	protein_coding	ligand of numb-protein X 2 	582.5	627.9	579.8	527.8	514.1	537.5	531.8	595.8	563.3	659.2	609.9	542.6	483.4	473.6	503.7	457.9	631.7	512.3	635.6	545.2	570.6	526.4739634	486.8760728	-0.112779741	0.566962907	1	563.6317801	533.9700388	-0.078595838	0.693407863	0.905862312	603.8929642	583.8014151	-0.0495	0.805	0.957
Rasl11a	ENSRNOG00000000956	12	9985928	9990284	-1	protein_coding	RAS-like family 11 member A 	74.2	122.4	137.8	107.6	114.2	158.2	177	162.8	160.9	143.9	184.8	154.3	137.8	84	102	71.3	184.8	99.7	102	80.6	145.9	126.6681787	107.9187916	-0.227966009	0.295375865	1	166.9009358	118.5817126	-0.499152019	0.022648	0.11972987	160.9685777	109.512346	-0.556	0.0106	0.0681
Rpl21	ENSRNOG00000000957	12	9996951	9998779	-1	protein_coding	ribosomal protein L21 	3976.4	3207.5	3633.3	3557.6	3573.5	3282.8	3070.3	3265.2	3248.1	3476	3670.6	3631.6	3478.7	3444.3	3551.9	4007.4	3661	3989	3476.8	3846.3	3710.9	3471.285804	3491.6228	0.008392581	0.965074513	1	3194.524152	3885.776937	0.282617572	0.136378318	0.406985545	3592.731582	3678.012692	0.0339	0.859	0.973
AABR07055943.1	ENSRNOG00000000958	7	16156919	16158033	-1	pseudogene	#VALUE!	28.1	16	40.8	28.6	24.4	25.4	29.4	27.4	20.4	22.2	28.7	24.1	32.4	25.9	31	25.9	17.6	23.5	25.8	25.9	29.9	26.10701698	29.77913196	0.18891084	0.564248721	1	25.74255466	22.32435473	-0.195897649	0.539410602	0.831423858	25.02792786	27.20835633	0.125	0.759	0.94
Slc15a4	ENSRNOG00000000962	12	32753824	32773277	1	protein_coding	solute carrier family 15 member 4 	238.2	269.5	197.6	211.1	232.2	250.5	237.5	269	213.8	254.7	228	241.3	208.7	220.7	207.1	206.6	225.9	243.5	218.9	225.9	197.7	231.2806693	212.1769525	-0.123996885	0.549778581	1	240.1276491	225.3516898	-0.091813772	0.669084343	0.897725169	241.3507885	214.1594898	-0.173	0.404	0.729
Tmem132c	ENSRNOG00000000963	12	32808022	33016885	-1	protein_coding	transmembrane protein 132C 	55.8	25.4	43.4	43	26.3	38.5	55.7	65.2	61.8	51.9	47.2	46.2	62.8	52.8	37.9	50.9	45.8	29.3	41.1	54.7	38.4	35.95294485	51.19050107	0.515753252	0.054653304	0.638554344	60.9190535	41.99244823	-0.533512181	0.040804048	0.182419499	48.45434079	44.74128417	-0.114	0.688	0.908
Aacs	ENSRNOG00000000967	12	36512393	36555694	-1	protein_coding	acetoacetyl-CoA synthetase 	476.1	402.9	624.9	449.3	462	476.6	460.3	286.1	468.5	387.8	336.9	543.3	497.5	456	509.2	624.2	575.2	532.8	540.5	450.7	423	462.666905	487.577923	0.075626046	0.702965491	1	404.9545153	577.4025432	0.511835471	0.009459095	0.062680847	422.6447998	471.4139593	0.158	0.426	0.743
Rnf6	ENSRNOG00000000968	12	10574168	10583208	1	protein_coding	ring finger protein 6 	712.7	699	736.9	741	656.1	742.3	764.1	677.5	708.3	631.1	673.5	703	732.6	721.2	715.3	681.4	679	745	730.7	732.3	736.9	713.1340972	723.0313535	0.020038228	0.920750784	1	716.6439543	701.7928723	-0.030144507	0.879063872	0.981660595	669.216077	733.27787	0.132	0.498	0.794
Cyp3a18	ENSRNOG00000000969	12	10636275	10684278	1	protein_coding	"cytochrome P450, family 3, subfamily a, polypeptide 18 "	20.9	28.4	37.6	56.4	28.3	60.8	53.2	31	11.8	33.5	31.9	46.1	30.4	32.1	25.6	34.6	23.1	26.4	21.4	20.9	42.1	48.50309563	29.35972535	-0.711760476	0.008169734	0.19311888	32.01341452	28.01364285	-0.182725751	0.520744174	0.818947187	37.12442095	28.12194842	-0.398	0.171	0.467
Zfp358	ENSRNOG00000000974	12	2046472	2050565	1	protein_coding	zinc finger protein 358 	260.2	296	223.2	190.8	192	173.4	157.8	224.5	243.6	238.4	247.4	248.7	186.4	210.3	152	191.1	251.9	202.4	207.3	264.7	162.3	185.4412509	182.8943981	-0.019978222	0.931757566	1	208.6376673	215.1211464	0.042451102	0.833965545	0.964511158	244.8301615	211.4250156	-0.21	0.304	0.636
Mcoln1	ENSRNOG00000000975	12	2054680	2068682	1	protein_coding	mucolipin 1 	298.4	308.2	318.8	294.2	305	277.9	304.5	241	301.2	306.6	328.5	307.5	316.1	287.1	316.6	289.2	316.4	280.6	310.4	350.2	289	292.3845994	306.6069348	0.068091278	0.737805468	1	282.2552019	295.3931895	0.065396841	0.746537649	0.932120729	314.2131054	316.5277349	0.0112	0.964	1
Pnpla6	ENSRNOG00000000977	12	2069959	2097904	1	protein_coding	patatin-like phospholipase domain containing 6 	885.1	562.2	735.8	719.5	765.7	654.1	623.5	552.6	588	560.4	620.1	560.4	748.8	642.5	770.5	783.9	649.6	701	807.8	711.4	761.1	713.1144614	720.6068421	0.014782459	0.940511949	1	588.0476394	711.4844708	0.275183121	0.158740148	0.446363638	580.2789924	760.0898418	0.389	0.0453	0.193
Bri3bp	ENSRNOG00000000979	12	36576020	36587839	-1	protein_coding	Bri3 binding protein 	129.6	95.7	112.6	118.6	115.3	112.6	95.7	91.8	103.3	119.5	80.2	100.7	124.6	128.5	115.3	104.7	120.9	83	106.4	86.5	106.1	115.4975506	122.7848343	0.088117531	0.690507335	1	96.95632135	102.903255	0.084711557	0.716279951	0.916162664	100.1427419	99.6945771	-0.0131	1	1
Scarb1	ENSRNOG00000000981	12	36694960	36761455	1	protein_coding	"scavenger receptor class B, member 1 "	880.6	633.4	853.8	1079.1	1019.1	786	680.8	878.6	719.7	789	995.9	933.9	792.4	892.1	850.3	918.1	965	1139.1	1055.9	833.7	987.4	961.4205727	844.9576528	-0.186569893	0.334264813	1	759.6993296	1007.377948	0.406974642	0.035310173	0.164795176	906.2616933	959.0150428	0.0819	0.673	0.9
Zfp394	ENSRNOG00000000983	12	11179329	11187380	1	protein_coding	zinc finger protein 394 	175	195.4	196.2	174.6	204.1	176.5	195.8	187.9	155.4	182.5	194.1	207.7	179.4	177.2	195.9	183.5	219.2	196.5	213	213.9	180.5	185.0819436	184.1493211	-0.008272013	0.980527271	1	179.7119578	199.7436555	0.151873157	0.47032889	0.784677561	194.7624546	202.4508929	0.0571	0.797	0.955
Cpsf4	ENSRNOG00000000985	12	11199898	11215708	-1	protein_coding	cleavage and polyadenylation specific factor 4 	199.9	223.9	174.2	207.8	207	187.6	176.4	194.9	225.7	218.8	209.5	214.1	208.7	210.3	206	211.9	247.6	212.1	224.7	221.9	205.7	200.822179	208.3514358	0.052566829	0.798287006	1	198.9901971	223.8692336	0.168999418	0.413941354	0.737342076	214.0983466	217.4485953	0.0221	0.922	0.99
Camsap3	ENSRNOG00000000986	12	2134022	2157403	1	protein_coding	"calmodulin regulated spectrin-associated protein family, member 3 "	650.7	325	508.3	442.2	516.3	395.5	334.2	307.3	327.2	320.3	304	398.6	591.8	443.6	631.9	621.7	432.6	624.8	596.7	516.4	440.5	451.354439	555.7752357	0.299444173	0.125793012	0.943509221	322.8830913	559.6878864	0.794069376	0.0000651	0.001148309	340.9637862	517.848852	0.603	0.00231	0.0217
Ptcd1	ENSRNOG00000000987	12	11215886	11233633	1	protein_coding	pentatricopeptide repeat domain 1 	217.7	215.3	220.7	180	212.8	184.6	172.7	199.2	178.8	209	231	229.8	245.2	218.6	197.3	193.8	229.1	204.3	206.1	211.9	196.5	192.4644908	220.3712027	0.194866859	0.342696882	1	183.5700585	209.0641755	0.186779647	0.368328058	0.700609674	223.2636909	204.8223457	-0.123	0.556	0.835
Xab2	ENSRNOG00000000988	12	2158389	2170504	-1	protein_coding	XPA binding protein 2 	703	517.7	568.7	572.4	590.2	530.4	512.6	502	471.2	531.4	545.2	517.3	591.8	590.6	641	615.5	568.7	576.8	545.9	590	613.2	564.3472585	607.7996954	0.106706427	0.584876282	1	495.2487088	587.0184944	0.245413466	0.21179618	0.527421426	531.3112614	583.0068431	0.134	0.495	0.792
Bud31	ENSRNOG00000000989	12	11232964	11240400	-1	protein_coding	BUD31 homolog 	212.7	188.7	211.8	182.6	184.5	243.3	226.6	217.7	195.8	222.1	206.4	222.4	179.4	218.6	207	167.2	194.1	167.2	206	202	189.5	203.4793865	201.65909	-0.011881913	0.955307201	1	213.3871684	176.1818422	-0.276753579	0.189705498	0.495639155	216.9746323	199.1751461	-0.124	0.561	0.837
